num_sections,machine,characteristics,size_of_code,size_of_initialized_data,size_of_uninitialized_data,address_of_entry_point,image_base,major_subsystem_version,subsystem,dll_characteristics,checksum,imports,exports,time_date_stamp,digital_signature,product_version,file_version,executable_sections,executable_sections_length,tls_virtual_address,tls_size,resources_section_entries,resources_section_size,first_section_entropy,second_section_entropy,third_section_entropy,jaccard_similarity,similarity_0.3,similarity_0.5,similarity_0.7
3.0,332.0,271.0,4096.0,4096.0,20480.0,27632.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'LoadStringA', 'send']",[],1263576056.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.574681778291654,2.5736900127135667,0.0,No similar,No similar,No similar
3.0,332.0,271.0,286720.0,4096.0,327680.0,614704.0,4194304.0,4.0,2.0,0.0,0.0,"['RegSaveKeyA', 'BitBlt', 'LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', '_iob', 'Netbios', 'EnumProcessModules', 'GetDC', 'send']",[],1271734767.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,0.0,0.0,0.0,7.89958322760233,3.785294290138867,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.5337536100876035,2.9876524007111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1285661381.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.241011178413984,4.15134652699513,4.053479681205818,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,27632.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'LoadStringA', 'send']",[],1263576056.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.574147822090668,2.5775962627135667,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,27632.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'LoadStringA', 'send']",[],1263576056.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.578296200105048,2.5736900127135667,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.535127597099006,2.9876524007111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.535489108718607,2.9876524007111227,0.0,No similar,No similar,No similar
3.0,332.0,8462.0,294912.0,4096.0,389120.0,684768.0,268435456.0,4.0,2.0,0.0,0.0,"['RegSaveKeyA', 'BitBlt', 'LoadLibraryA', 'GetProcAddress', 'VirtualProtect', '_iob', 'Netbios', 'EnumProcessModules', 'GetDC', 'WSASetLastError']","['RundllInstall', 'RundllUninstall', 'ServiceInstall', 'ServiceMain', 'UnServiceInstall']",1265704183.0,Unsigned,,,,,,,,,0.0,0.0,0.0,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.546681435572614,2.9876524007111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,27632.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'LoadStringA', 'send']",[],1263576056.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.578628913714821,2.5775962627135667,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1313068549.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.24874994394335,4.14788026121551,4.257962652329548,0.0,No similar,No similar,No similar
4.0,332.0,271.0,9728.0,4012032.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['GetModuleHandleA', 'GetWindowsDirectoryA', 'GetModuleFileNameA', 'CopyFileA', 'OutputDebugStringA', 'CreateProcessA', 'CreateMutexA', 'CreateThread', 'Sleep', 'LocalAlloc', 'CreateFileA', 'GetFileSize', 'ReadFile', 'LocalFree', 'GetLastError', 'GetStartupInfoA', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'OpenSCManagerA', 'CreateServiceA', 'ChangeServiceConfig2A', 'OpenServiceA', 'CloseServiceHandle', 'StartServiceA', 'QueryServiceStatus', 'RegisterServiceCtrlHandlerA', 'SetServiceStatus', 'StartServiceCtrlDispatcherA', 'RegOpenKeyExA', 'RegQueryValueExA', 'RegCloseKey', '_controlfp', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'getenv', 'strcmp', 'time', 'printf', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '__set_app_type', '_except_handler3', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestExA', 'InternetReadFile', 'HttpSendRequestA', 'InternetCloseHandle', 'InternetOpenA', 'InternetAttemptConnect', 'InternetConnectA', 'HttpQueryInfoA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1313723257.0,Unsigned,,,,,,,,,0.0,0.0,0.0,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.544057764396927,2.9876524007111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.535087695020122,2.9837461507111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.538334440546503,2.9837461507111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1285661381.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.241011178413984,4.15134652699513,4.038015350096955,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1285661381.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.241011178413984,4.15134652699513,4.11725139430462,0.0,No similar,No similar,No similar
3.0,332.0,271.0,12288.0,4096.0,2027520.0,2042528.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', '_iob', 'ShellExecuteA', 'InternetOpenA', 'inet_ntoa']",[],1306744169.0,Unsigned,,,,,,,,,0.0,0.0,0.0,0.0,No similar,No similar,No similar
3.0,332.0,271.0,4096.0,4096.0,20480.0,28064.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', 'atol', 'SHChangeNotify', 'LoadStringA', 'closesocket']",[],1242321160.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,1.0,,0.0,7.542229006077649,2.9837461507111227,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1285661381.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.241011178413984,4.15134652699513,4.0935756336213105,0.0,No similar,No similar,No similar
3.0,332.0,8462.0,344064.0,4096.0,458752.0,804624.0,268435456.0,4.0,2.0,0.0,0.0,"['RegSaveKeyA', 'BitBlt', 'LoadLibraryA', 'GetProcAddress', 'VirtualProtect', 'free', 'Netbios', 'atoi', 'GetDC', 'WSAGetLastError']","['RundllInstall', 'RundllUninstall', 'ServiceInstall', 'ServiceMain', 'UnServiceInstall']",1319015949.0,Unsigned,,,"[True, True, False]",2.0,0.0,0.0,0.0,0.0,0.0,7.896616123331578,2.9591619330925063,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1311923431.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.238951671137994,4.14788026121551,4.122209506217304,0.0,No similar,No similar,No similar
3.0,332.0,8462.0,294912.0,4096.0,389120.0,684672.0,268435456.0,4.0,2.0,0.0,0.0,"['RegSaveKeyA', 'BitBlt', 'LoadLibraryA', 'GetProcAddress', 'VirtualProtect', '_iob', 'Netbios', 'EnumProcessModules', 'GetDC', 'WSASetLastError']","['RundllInstall', 'RundllUninstall', 'ServiceInstall', 'ServiceMain', 'UnServiceInstall']",1265185353.0,Unsigned,,,,,,,,,0.0,0.0,0.0,0.0,No similar,No similar,No similar
3.0,332.0,271.0,12288.0,4096.0,2027520.0,2042528.0,4194304.0,4.0,2.0,0.0,0.0,"['LoadLibraryA', 'ExitProcess', 'GetProcAddress', 'VirtualProtect', '_iob', 'ShellExecuteA', 'InternetOpenA', 'inet_ntoa']",[],1306744169.0,Unsigned,,,,,,,,,0.0,0.0,0.0,0.0,No similar,No similar,No similar
3.0,332.0,271.0,9728.0,4010496.0,0.0,3422617582.0,4194304.0,4.0,2.0,0.0,0.0,"['CreateFileA', 'LocalAlloc', 'Sleep', 'CreateThread', 'CreateMutexA', 'CopyFileW', 'GetFileSize', 'CreateProcessA', 'GetEnvironmentVariableW', 'GetShortPathNameW', 'GetStartupInfoA', 'GetModuleHandleA', 'ReadFile', 'LocalFree', 'GetLastError', 'GetModuleFileNameW', 'CloseHandle', 'SendMessageA', 'FindWindowExA', 'RegQueryValueExA', 'RegCloseKey', 'RegSetValueExW', 'RegOpenKeyExA', 'SHGetSpecialFolderPathW', 'ShellExecuteW', '_controlfp', '_except_handler3', '__set_app_type', 'memset', '__CxxFrameHandler', 'strlen', 'sprintf', 'memcpy', 'strcpy', 'strcat', '_mbsnbcpy', '_mbsnbcmp', 'atol', '_mbscmp', 'atoi', 'fclose', 'fwrite', 'fopen', 'strstr', 'wcslen', 'wcstombs', 'setlocale', 'wcscmp', 'wcscat', 'mbstowcs', 'wcsrchr', 'wcscpy', 'getenv', 'strcmp', 'time', 'free', '__dllonexit', '_onexit', '_exit', '_XcptFilter', 'exit', '_acmdln', '__getmainargs', '_initterm', '__setusermatherr', '_adjust_fdiv', '__p__commode', '__p__fmode', '_strnicmp', 'HttpAddRequestHeadersA', 'HttpOpenRequestA', 'HttpEndRequestA', 'InternetWriteFile', 'HttpSendRequestA', 'InternetReadFile', 'HttpQueryInfoA', 'InternetAttemptConnect', 'InternetCloseHandle', 'InternetConnectA', 'InternetOpenA', 'HttpSendRequestExA', 'gethostbyname', 'inet_ntoa', 'WSAStartup', 'gethostname']",[],1312877729.0,Unsigned,,,"[True, False, False]",1.0,0.0,0.0,0.0,0.0,6.241755640445412,4.151982877589863,4.160899473148142,0.0,No similar,No similar,No similar
